##tilesets

#tileset
name TILE_6_50_50
id 1
texture res/img/levels/tiles/6_50_50.png
width 50
height 50
#end

#tileset
name TILE_5_50_50
id 2
texture res/img/levels/tiles/5_50_50.png
width 50
height 50
#end

#tileset
name TILE_4_50_50
id 3
texture res/img/levels/tiles/4_50_50.png
width 50
height 50
#end

#tileset
name TILE_3_50_50
id 4
texture res/img/levels/tiles/3_50_50.png
width 50
height 50
#end

#data
2,1,1,1,1,3,3,1,1,1,1,3,3,4,2,2,2,2,3,3,4,2,2,2,2,1,1,1,1,1,3,3,4,2,2,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,3,4,2,2,1
1,2,1,1,1,4,3,1,1,1,1,4,3,4,2,2,2,2,4,3,4,2,2,2,2,1,1,1,1,1,4,3,4,2,2,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,3,4,2,4,3
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
4,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,3,2,1,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2,1,1,1,3,4,3,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,2,3,3,0,0,0,0,0,0,0,3,2,2,1,4,4,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,2,1
1,2,1,2,3,3,4,1,1,2,1,2,3,3,4,1,3,2,3,3,4,1,2,1,2,3,3,4,1,1,3,1,2,3,3,4,1,2,3,3,4,3,1,1,0,0,0,0,0,0,0,0,0,1,2
2,3,1,1,1,3,3,1,1,1,1,1,1,3,3,1,3,3,1,3,3,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,2,3
4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
3,4,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
4,3,0,0,0,0,0,0,0,0,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1
2,1,0,0,0,0,0,0,0,2,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2
